,댓글,출처
59146,@댓글알림차단중 우르르 몰려와서 백수타령하면서 시즌2 고정 물갈이 욕심도 내더라 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59147,"수신료만 안 받으면 그래도 이해는 하겠는데

국민 세금으로 배 불리면서 다른 그 어떤 방송사 보다 더 극좌편향 방송만 만들고 있으니 골 때리는거임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59148,진정한 남자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59149,국민세금으로지새끼들장학금주는놈들아니냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59150,"생전 관심없던 수신료, 개비수 점점 하는 꼬라지 보고 납부 거절 신청함",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59151,@왜개인이오 잘했다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59152,멋있네 저사람 밥줄끊기는걸 알면서도 저리하는건 진정한 상남자 개념있는 남자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59153,"@내는개인이오 공영방송 9시뉴스앵커출신이면
종편에서 서로 모셔가기 100%",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59154,"뜻은 인정하는데 저리 사표내고 떠나는건 그 조직이 더 망함

와신상담 자세로 때를 기다려야지

한신이 건달 가랑이를 괜히 엎드려 기었겠니?

때를 기다리며 자존심을 죽인거지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59155,"강원도 평창 출신에
서울대 신방과 학사 석사
정치부 법조 사회부등 다방면 기자출신으로
상도 많이 받은 경험이 풍부한 실력있는 분임

이런분이 개베스내에 좌파전라도들 카르텔로 편파방송등 지저분한 꼴을 더이상 보기가 역겨웠을테지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59156,"그래ᆢ! 늦지만,이제 부터 시작이노~~!",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59157,다 끝나가니까 소신있는척 쓰레기 새끼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59158,"@파운드 그니깐, 끝물에 ㅅㅂ 게념 있는척 하네..ㅋㅋㅋ
더빨리 했으면 인정한다..
하지만, 지금이라도 이렇게 한다는건 조금 인정....",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59159,울컥하네! !,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59160,"참언론인

이걸보고 고민정은 무슨생각을할까..ㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59161,관상 전문가들없냐? 라도 관상같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59162,너 늦었어. 빅픽처냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59163,ㅎ 난 수신료 끊어버리라 함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59164,늦었지만 그래도 용기를 냈으니 응원해야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59165,유상무 아니라서민주화,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59166,적폐로 몰려서 수사받을듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59167,유상무하고 싸우면 누가 이기냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59168,좌천되서 자존심상해서 퇴사한거네 뭐 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59169,존나 중립적인적 크리티컬한척 센스있는척 개 오지는 쓰레기 프로 존나 많지 진짜 악취로 또쏠리는것들....시사 머시지 제이 머시기 라이브 머시기 진짜 왠만한 사람은 거기있으면 구토나올듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59170,홍어랑 조선족들이 또 다구리들어가겠노ㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59171,와 내가 제일 좋아하는 앵커였는데 진짜 멋진분이었구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59172,흘륭한 가치를 지키는 분 이시네~^^~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59173,황사장 정치하러 가즈아~~!!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59174,"황상무 상무였을 때, 황상무 상무라고 부르면 황상무 상무라고 하지말고 항상무라고 부르라고 했대나....",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59175,"애초 트럼프 본인이 트위터하는 이유에대해
언론은 거짓말 밥먹듯이하니까
내가직접 미국민과 소통하기위해 트위터한다고 밝혔자나
트럼프처럼 소통한 미국대통령은 역대 없었다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59176,응 트럼프탄핵구속~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59177,415 총선 부정선거 밝혀질까봐 아주 개지랄들을 떠네...전라도것들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59178,응 이혼 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59179,저거 옛날 트위터임..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59180,@해선고수 5시간 전 트윗임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59181,@해선고수 최근꺼잖아 씨발련아 어디서 구라 치고있노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59182,@공산당원문재인 현실부정 틀딱이 주작까지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59183,"@해선고수 좆족새끼야 트위터 들어갈줄 모르냐?
주작은 지가 해놓고 상대방한테 뒤집어씌우는 씹홍어좌빨스러움까지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59184,@해선고수 씨발년이 어디서 구라를 쳐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59185,@해선고수 입만열면,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59186,@클라우드에어리스 현실부정 틀딱이 주작까지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59187,@익명02a9bc 니가 몇일전에 스샷 찍은거를 지금 올린다고 현재가 됨?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59188,@익명eaf1d2 네다홍,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59189,"@눌변 애들아.. 공화당과 트럼프 지지자들은 모두 다 알고 있어 저 민중당계 지지자들과 딥스테이트들이 자신들을 곱게 내버려두지 않을것이란거 ㅋㅋ 즉 , 이 난관 만 무사하게 통과하면 현재 및 차기에 자신들에게 방해가 되고 저항 할 사람들과 세력들을 절대로 내버려 두지 않고.. 갖은 방법을 총동원해서 모조리 살처분 할것이란거 ㅋ 트럼프 가계로 부터 시작해서 자신들 아젠다에 따르지 않을 위인들은 모두 하나 하나 각개전투로 도살 시킬것 이란걸

그래서 이번 대선불복은... 정당하지도 않은 부정선거이지만 .. 민약 승복하면 공화당과 트럼프 지지자들에겐 생명이 달려 있는 문제란 거지 ㅋㅋ 모조리 뒈진다는 걸 알고 시작하고 있는거야 ㅋㅋ 민주당 역시도 마찬가지지? 그래서 뻔하고 누구나 다 알고 있는 저런 무식한 부정선거를 통해 무조건 대놓고 할수 밖에 없었던 거지? 그걸 중공 개진핑 짱꼴라들의 도움과 협조를 얻어서 말야 ㅋㅋ

이미 그런 전제로 해서 시작한게 바로 미국내 모오든 언론을 총동원해서 바이든 당선 굳히기에 들어갔지? ㅋㅋ 어디 미국뿐일까? 유럽과 저 부정선거 주동자중에 하나인 중공 개진핑..또 그 충실한 똥개새끼인 문재앙 시팔새끼등등.. 그런데 희안하게도 점점 저런 국가들이 많이 나오는데 일본은 종~~~~~~~ 하지? ㅋㅋ 그동안 일본은 많이 깨우쳤다는 거겠지?

캬캬캬캬


아래는 그 내용들이니 다시 한번더 알아보작 ㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59190,"@눌변 점점 판이 확대 되 간다 그챠? 노무노무 잼이 나서 미치겠또

>,.< 캬아아아아악~~~~~~~!!!

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ


전세계적으로 반 트럼프 세력들이 속속들이 드러나고 있지들?

캬캬캬캬캬캬캬

프랑스 부터 해서.. 독일 개잡년 쓰레기 , 이년은 히틀러와 인척관계라 한다 ㅋㅋ 이 사실을 알고 있는 애들이 수두룩 하지?
또 이 다음 타자는 누구일까?

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ------",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59191,"@눌변 원래 반트럼프 중에 반트럼프 세력은


바로 저 프랑스와 독일 개년이지? ㅋㅋㅋ 왜? 트럼프가 유러머니 가 기축통화로 진입하는 걸 용납 못했으니까


그래서 저 지랄 하는거야 부정선거 가 판별이 나도 저 지랄 계속 할거여 ㅋㅋㅋ 빼박이지? ㅋㅋㅋ
인도는 양쪽 모두에게 다리걸침을 하고 있는중이고? ㅋ

또 동시에 미국 없이 중공와 전쟁준비를 하고 있단다.. 대만 과 같이 ㅋ

한국이 문제인데 ㅋㅋ 한국은 어떻게 될까? 야들아

캬캬캬캬캬캬캬캬",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59192,"@눌변 .

1. 먼저 일본은 한반도에서 전쟁이 발발 하기를 바라고 있어 ㅋㅋ
왜? 그래야 자신들 경쟁인 한국의 모든 산업들이 초토화 되거렁? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

2. 그래서 일본 총리가 개진핑을 꼬셔서 ㅋㅋ 한반도를 공략을 해야 한다는 거지 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

3. 그런데 개진핑은 트럼프만 없다면 한반도는 그냥 냅둬도 되 왜?
그건 말다 이미 대한민국 모든것은 모두 중공 짱꼴라 판이기 때문이야... 그져.. 문재앙만 갈아 치우면 끝이거덩?

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

4. 이걸 일본이 견디지 못햐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그래서 결국... 일본이 중공 짱꼴라들을 몰아 낼려고 할거야 ㅋㅋ 그게 참.. 반전이지? ㅋ

물론 약은 새끼 답게 저들이 몸빵 하는게 아니라 ㅋㅋ 대중공 대항은 인도와 대만을 앞세우고 .. 가능함 북한과 한국까지 포함 시킬려고 발악을 한다는 거지


ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59193,"@눌변 3. 자 이게 참 중요한뎈ㅋㅋㅋ

바로 미국의 중공을 완전하게 무참하게 확실하게 조져 놓게 될것이란 거 ㅋ

왜? 이제 트럼프가 자신들을 위협을 하고... 도살 까지 진행해 왔던 주범들이 바로 중공 짱꼴라들이고 그 최고 위선이 바로 개진핑과 짱쯔민계 란거..
미국이 지난 자신의 패권에 도전한 국가들을 도살 시켜 왔지만( 소련 과 일본 ) 지금 중공이 미국에게 한 짓은 그 정도를 넘겼다는거

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ


그래서 이제 트럼프가 중공을 완전하게 확싨하게 모든 분야에서 종자 씨앗을 거덜 낼려고 할거란 거지?


4. 그런 조짐을 미리 알고 개진핑이 선수를 쳤찌만 ㅋ

과연....

개봉박두

두둥~~~~~~~~~~~",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59194,"@눌변 덩실~ 덩실~~~~~~~~~


이래서 전 세계 예언들이 모두 한결같이

중공 본토가 .. 전체 중공 영토가 개 아작이 나고.. 괴멸 되고 멸망 당한다는걸

일케 하나씩 하나씩 완결 되어 간다는 거지?


캬캬캬캬캬캬캬캬컄

중공본토 짱꼴라 한족들아... 니네 도망 갈곳이 있기나 하냐? 지금에서 난리 굿을 피우고 난장을 부리고 잇지만
니네 우마오당 좁은 사무실과 개좆같은 급식을 먹고 가가대소를 하고 있지만 ㅋㅋㅋ
전에 내가 말했듯이 니네들은 돈도 없어서 선진국에 도망도 못간다는 거지? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
하다못해.. 그나마 위안화가 통용이 될때 베트남에 가라고 햇찌? 병신들아

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

이제 그것도 텃다는 거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59195,"@눌변 잘가라


시발 개좆 한족들아 ㅋㅋㅋ


이 인류사 최악의 인종들아 ㅋㅋㅋㅋㅋㅋㅋㅋ 이 지구촌 인간의 적인 쓰레기 종족들아 ㅋㅋ


랩틸리언들이 니네들을 앞젭이로 세워서 지구를 정복하는 쓰임새로 만든 이 랩틸리언 + 인간의 혼혈족인 짐승들아 ㅋㅋㅋ

니네 운과 생명은 이제 끝났또 ㅋㅋ 잘가라 악마 새끼들앙 ㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59196,한국 병신 언론들이 CNN 꺼 그대로 배끼는데 그 병신들은 확인 같은것도 안하는게 정말 신기해. 특파원이 필요한것도 아니고 그냥 폰에서 트윗 열어보면 되는데.영어를 못하나? 구글 번역기 돌릴줄만 알아도 방구석 일게이들도 다 하는걸. 하여튼 병신들.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59197,"@TRUMP2020 한국만 그러는거 아님. 지금 소송걸려있어서 주지사가 공식적으로 선거인단을 못꾸림. 고로 아직 바이든 승리선언은 시기상조.
어차피 1주일만에 승리선언 안함. 아직 개표도 안끝났거든.

근데 CNN에서 지맘대로 바이든 당선 확정지음. ap 로이터 등등 cnn 퍼가서 당선확정함.
바이든은 언론보고 승리선언함.

??????

그래서 트럼프 변호인단이 아니 법은 어디갔냐고 왜 언론 맘대로 정하고 자빠졌냐고 빈정대는거임 ㅋㅋㅋㅋㅋㅋ

이상하게 서두르고있음. 물론 뭐 오바마때마냥 압도적으로 쳐발렸으면 할말도 없는데

앨고어도 승복안하고 연방대법원까지 갔고 힐러리도 3달을 재검표타령하며 개겼는데 왜 유독 이번에만 서두르는지 모르겠음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59198,"https://youtu.be/qdjSJnPED3c

여기가보면 트럼프 부정선거 자세하게 분석해놨다

홍어 짱개 조선족 분탕새끼들 한번씩가서 시청하도록",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59199,"한국언론은 지들 희망회로에서 나온 뇌피셜을 신봉함

치매든 친한 사람 찾으라니까 없어서
바이든 부통령때 업무상 만난 사람들을 친하다고 함
워싱턴에서만 몇십 년을 활동한 바이든과 ㅈ딘한 사람없다는 게 한국외교의 단면임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59200,"연합뉴스를 필두로 조선, 동아가 보도하고 있는 트럼프 관련 뉴스는 전부
소스가 중국 공산당 인민일보 내지 환구시보가 뿌린 가짜 뉴스에 기반함.
물론 그 새끼들이 CNN에 피드 먹임. FOX NEWS에 나온 거 아니면 믿지 마라.
미국 뉴스는 조선일보도 걸러라. 트위터 영어 해석 하나 못해서 거꾸로 기사 내더라. ㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59201,남조선언론 = 악의 전라카르텔의 이익밖에 모르는 스피카,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59202,한국언론 싹다 페기시켜야함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59203,"결정적일때마다 재앙이 빨아주는

트럼프 개잡년을 이번에 운지시킨게 천만다행이다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59204,"@문갑식 트럼프가 문가새끼 빨아주는게 아니라

'문가 니 좆대로 해.우리는 어차피 우크라이나 때 처럼 해버리면 그만임ㅋㅋ'

이런거.

우리나라에서 주한미군 빼고 핵우산 거두면 뭐 남냐?

세계 4위 육군력?

핵 억지력도 없는 재래식 육군력이 무슨 소용인데?

그냥 반미친중하는 병신새끼 뽑아논 니네 좆되거나 말거나 신경 안쓴다 이거임.

그래도 아주 천천히 시간을 들이는 건 그 반미친중하는 병신 안뽑은 새끼들이 행동할 시간을 주는거임.

미국의 수정헌법 2조를 수호하는 보수파들 처럼.

그것도 모르고 손가락만 놀리고 자빠졌으니..",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59205,@Tiger-U 좆도 모르노 트럼프 하고 재앙이는 같은 길을 가고있다 트럼프가 만약 북폭한다면 종북주사파가 걸림돌이 것지만 아니잔아 평화모드로 정은이 에게 친구다 이러잔아 뭐 결국 김정은이 트럼프 뒤통쉬 후렸다만은 그래서 바이든이 된거 같은데 북폭 할려고 말이다 뇌가 있음 생각 해봐라 김어준과 기타 내임드 빨갱이가 미친거 아니고서 트럼프를 지지 하것냐 마지막으로 종북발갱이중 ㄹㅇ 반미 하는 애들 쓰고 버리는 카드다 예들은 시민단체 이상 발전을 못함 보통 일 잘하면 빨갱이들은 포상을 준다만 저넘들은 예외다 그리고 미국 대통령 바이든 아닐수도 있다 트럼프가 포기 하기 전까지 지켜봐야됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59206,@짱게쫓는모험 짱깨 후장빨이 문가새끼를 트럼프랑 같은 길 간다고하는 새끼한테 좆도 모른다는 소리 들으니까 기분 개좆같네 씨발,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59207,"부시는 인정했던데?
뭐라든 미대선은 결정났다
겜끝",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59208,@전화는직접 부시맨 지금 아프리카 초원에서 동물잡던데 언제 인정을했노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59209,@노무현기상나팔 부시맨 죽었다 카더라.영화찍고 조금있다가..조지 부시가 과연 그런 말을?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59210,@쒯18꼴페미와좌빨찢 죽었노 ㅠㅍ 추억의 부시맨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59211,@노무현기상나팔 부시맨 니카우 사망 구글에 쳐봐라.ㅠㅜ 2003년에 59세로 사망했다카더라...원조 부시도 사망했지.2018년 11.30에...아들 부시가 강려크한 우파인데..국내 언론은 못믿겠다 이기야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59212,@쒯18꼴페미와좌빨찢 나도 언론들이 진짜 좌파에 장악된걸 알겠다 어떻게 한곳도 미국의 부정선거 의혹에 대해서 말하는곳이 없노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59213,"@전화는직접 부시 성명문은 말그대로 예의차림

쌍방 다 차림

선거결과 바이든 축하하고
선거결과 이상하면 트럼프가 소송하는 것도 당연하고 그러면
공정한 선거가 될거다

그냥 말그대로 의례적인 인삿말임

롬니는 트럼프 존나 까던데 부시가 이상하게 중립기어박았음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59214,@eplema 같은 공화당인데 그정도 멘트 한거면 사실상 바이든 편든거나 마찬가지지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59215,"@스위치히터다이쥬 뭔 같은 공화당타령 롬니, 부시,맥케인 공화당내에서 가장 큰 트럼프 반대파로 민주당보다 트럼프를 더 싫어함.
맥케인은 뒤져서도 애리조나 표 바이든한테 몰아줬고 롬니는 부정선거고 나발이고 트럼프만 낙선하면 ok라고 기뻐날뛰고있음
유난히 부시만 쌍방 중립기어박음.

아무래도 언론이 먼저 대통령선포해서 법정갔던 앨고어때 악몽이 데자뷰되나봄",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59216,@eplema 그렇구나 게이 똑똑하네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59217,"그래도 미국은 폭스라도 부정선거에 대해서 관심을 가지고 방송하는데

이 망할 전라도에 잠식된 한국언론은 미국 부정선거에 대해서 의심하는 방송사가 있기는 있나 ㅋㅋㅋ 시발",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59218,"@익명ad6fbb 그리고 내로남불 오지는게 일베에 있는 홍어 짱개 조선족 씹새끼들은

무슨 자기들은 고상하고 중립적이고 이성적인척 하는데 부정선거 의심되는

증거들 나와서 그거에 대해서 의문을 제기하면 묻지도 따지지도 않고 틀딱몰이하고

그렇게 이성적이면 부정선거 의혹증거에 대해서 이상한게 있으면 의심을 해보는게 맞지않나??

그렇게 자꾸 틀틀 거리니깐 홍어 조선족 짱개 취급을 쳐받지 진짜 내로남불 죽여버리고싶다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59219,@노무현기상나팔 이성적인 새끼들이 그런 생각이 있으면 전라도랑 중국에서 태어낫겟냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59220,@검사님비트주세요 ㅇㅈ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59221,"@익명1b66e8 맞다 논리적으로 말해도 틀딱 틀틀 뺴애애앸ㅋㅋ

대화가 안통한다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59222,기사제목만보면 씨발 진짜 트럼프편 없는줄,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59223,@용호와의증인 짱개인가? O,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59224,헬조선 언론은 공정이랑 부정이랑 뜻을 모르는 병신이니 그라제,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59225,한국 언론인들은 사명감도 없어,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59226,"개시발새끼들임

아주 인간이 아님",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59227,@익명2326a1 전라도로 간주 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59228,@사시랑이 조선일보?ㅋ구독끊어야 겠노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59229,"바이든 일 꼬일것 같다


ㅋㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59230,"국내 우파언론 좆선도 사명감 신념감 언론공정성 이런거 개나줘버리라 함,,,지들 이익대로 기사소설중 임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59231,조중동 국민의짐 다 짱개머니 쳐먹은게 확실한듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59232,틀,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59233,"포털 메인에 연합뉴스 이 새기들 어제는 대문짝하게 어 멜라니아 트럼프 설득중 이 기사 처 내보네더니
오늘은 또 멜라니아 트럼프와 이혼도 고려중 이지랄 ㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59234,@탄재앙문정숙 한국 언론은 진짜 하는 꼬라지가 몇년전 비교해봐도 발전이 없노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59235,트럼프측에서 부정선거 증거 갖고 나오면 바이든 이하 일 꾸민 놈들 죄다 작살일텐데 어떻게 대응하려나...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59236,2ㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59237,둘이 이혼한다 카더라를 뉴스에서 막보낸다..전부 사형시켜야돼 기래기 정치인등등 모두다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59238,"OECD 언론방송 신뢰도 최하 유사국가 기레기 클라쓰
지금 헬한국 언론들은 찌라시 수준을 넘어 뉴스를 아예 조작하고 공정보도는 개나 줘버린 채 지들 이익을 위해서만 일하는데
이런 쓰레기 언론이 과연 필요할까?
2020년을 기점으로 메이저 언론사라는 것들이 사라져야 정의가 바로 설 것임
개돼지 취급 그만 당하고 들고일어나야됨",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59239,조선 찌라씨 방송!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59240,하여간 조선뉴스는 진짜 국민을 개돼지로 아나봄,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59241,"멜라니가 트럼프가 승복 안하니깐 이혼 신청한다고 라디오에서 들었는데

이게 뭐노?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59242,한국이 언론이있었냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59243,cnn 망상기사나 퍼나르는 병신들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59244,가자뉴스찌라시는 그기자놈을 잡아다가가족이보는 앞에서 목아지를 뽑아죽여야한다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59245,내용 읽지도 않고 누가 글올리면 복사해서 붙여넣기하나봄 ㄹㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59246,오늘도 sbs에서는 여전하다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59247,가세연 빠는 것들,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59248,조중동 가관이더라 미국찌라시 가져다 메인에 싣는 수준 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59249,"@카우카우v 정신병자 홍어짱개 보소

이거 또라이 새끼네

조중동이 왜 나오냐?

정신병자새끼 보소

그럼 조중동 없애고

니가 원하는게 획일된 좌경화된 언론이노? 국민이란 단어랑 민주랑 단어 쓰면 눈알 파버린다. 깨시민 좋아하네.

전체주의자 북한 같은 정신병자새끼 보소. 애라이 공산당 새끼야

아니 정신병자 홍어짱개 좌파 공산당새끼가 왜 일베함?

진짜 이게 사람새끼냐?

홍어나 바퀴벌레 보소",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59250,@익명1e37d5 틀,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59251,@이제전문의달았음 조선족 할배요. 고마 주무시러 가시소 마.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59252,@이제전문의달았음 네다짱,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59253,당연한거지. 아무리 미리 짜놓은 틀무새 멘트나 움짱등으로 작업한다지만 어쨌던 지네 모국어 짱깨어도 아닌 한국어로 매일매일 수도없이 태클 받아가며 응대해야 하니 뒤질 맛이긴하겠지. 뭐 그런데 짱깨 댓글 공작원들 대가리수가 하도 많아서 교대로 공작하니 생각보단 덜 스트레스 받을지도,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59254,영어도못해서 여기서작업하는 도태된 좆족들이다ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59255,@문경지교 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅆㄹㅇ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59256,@문경지교 ㅇㄱㄹㅇ 댓글부대도 머리 쫌 돌아가는 애들은 미국 사이트 작업치러 전부 동원됐고 한국에서 남은건 ㄹㅇ 찌꺼기들만 남은거임.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
59257,좃족은 중국에서 십다가 버릴 껌 아니냐? 뭐하다고 쓉징핑이한데 충성이냐? 이번기회에 반란일으겨서 대륙에서 좃국으로 독립해라 이기야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
